Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Nick Lodolo","CIN",9.3818,9.4482,12.9082,4.02611,27.54,27.54,0,0,,154.395,651.731,145.995,74.357,69.0679,22.2672,42.8689,0.7078,12.5986,157.519,9.18209,2.49892,3.67443,1.298,0.241693,0.065777,0.17591584473848343,0.24485,1.22325,0.297081,0.726153,0.422816,,4.04733,2.40233,2.64719,129.32000732421875,,,,,,,637.4000000000001,4.13896103896104,632,4.103896103896104,5.68,5.13,4.76,4.47,4.22,3.98,3.73,3.47,3.13,4.96,4.72,4.56,4.43,4.31,4.19,4.07,3.93,3.74,"Nick Lodolo","26378",666157
"Kris Bubic","KCR",9.1963,8.5645,12.1523,3.88356,34.3,24.3,0,0.6641,,149.332,632.309,143.299,69.9915,64.4377,16.9906,51.9506,0.7507,5.1546,141.204,8.51014,3.13099,2.71804,1.024,0.223315,0.0821601,0.14115439355373383,0.249128,1.30749,0.302891,0.730527,0.450325,,3.87032,2.37247,2.34945,212.63999938964844,,,,,,,636.7,4.273154362416108,639,4.2885906040268456,5.7871,5.09665,4.65777,4.32763,4.03687,3.76281,3.5021,3.22473,2.87205,4.88777,4.63911,4.46045,4.32112,4.19179,4.06245,3.93312,3.78446,3.5858,"Kris Bubic","21455",663460
"Merrill Kelly","ARI",10.4204,10.0412,14.8596,4.12025,29.16,29.16,0,0,,172.667,737.261,173.409,85.4061,79.0477,22.0054,52.8351,1.1096,4.7236,157.922,8.23146,2.75396,2.98896,1.147,0.214201,0.071664,0.14253690838813782,0.255125,1.3103,0.302944,0.720633,0.422988,,3.96276,2.37205,2.45186,233,,,,,,,701.8,4.05664739884393,721,4.167630057803469,5.71,5.2,4.86,4.59,4.35,4.13,3.9,3.64,3.32,5.04,4.82,4.67,4.54,4.43,4.32,4.2,4.07,3.89,"Merrill Kelly","11156",518876
"Trey Yesavage","TOR",10.2177,8.7643,13.5674,3.79014,35.92,25.92,0,0.6494,,160.698,679.992,139.485,73.2318,67.6743,19.5516,65.2362,0.8078,5.8683,177.48,9.93985,3.65359,2.72057,1.095,0.261002,0.0959367,0.16506576538085938,0.229082,1.27395,0.291203,0.741417,0.413752,,3.83536,2.35888,2.35731,142.17999267578125,,,,,,,729.0000000000001,4.527950310559007,690,4.285714285714286,5.6409,4.96004,4.53648,4.20035,3.9223,3.65986,3.40114,3.11554,2.77368,4.85773,4.56897,4.37022,4.21084,4.06208,3.92271,3.77395,3.6052,3.39644,"Trey Yesavage","35456",702056
"Luis Castillo","SEA",11.1156,10.4301,16.3984,3.87195,30.78,30.78,0,0,,181.473,763.135,170.704,84.3593,78.0729,24.9828,51.0033,1.1913,6.7644,171.476,8.50417,2.52946,3.36205,1.239,0.224699,0.0668339,0.1578649878501892,0.242007,1.22171,0.28634,0.735538,0.399641,,3.98997,2.34962,2.03695,170.91000366210938,,,,,,,755.3000000000001,4.172928176795581,748,4.132596685082873,5.4,4.91,4.58,4.32,4.09,3.87,3.64,3.4,3.09,4.73,4.53,4.39,4.27,4.16,4.06,3.95,3.83,3.66,"Luis Castillo","15689",622491
"Tanner Bibee","CLE",10.2957,11.3276,15.7532,4.09187,30.78,30.78,0,0,,182.086,773.19,175.045,89.0954,82.7859,25.7955,55.5962,0.5714,8.3713,171.652,8.48427,2.74796,3.08748,1.275,0.222005,0.071905,0.1500999704003334,0.246813,1.26666,0.291631,0.727639,0.395611,,4.14532,2.30681,2.14249,183.86000061035156,,,,,,,724,3.978021978021978,724,3.978021978021978,5.66,5.15,4.81,4.54,4.3,4.08,3.85,3.6,3.28,4.98,4.77,4.62,4.49,4.38,4.27,4.16,4.03,3.85,"Tanner Bibee","30134",676440
"Joe Musgrove","SDP",9.8166,9.2617,14.0144,3.90389,27.54,27.54,0,0,,158.921,668.017,152.42,74.4872,68.9345,21.7016,40.6441,1.1724,9.735,150.316,8.51269,2.30175,3.69836,1.229,0.225019,0.0608429,0.16417592018842697,0.246779,1.21484,0.29334,0.728888,0.420085,,3.96967,2.30361,2.3423,217.72999572753906,,,,,,,657.8,4.1371069182389935,656,4.1257861635220126,5.57,5.01,4.65,4.36,4.1,3.86,3.62,3.35,3.02,4.89,4.64,4.46,4.32,4.19,4.06,3.93,3.78,3.58,"Joe Musgrove","12970",605397
"Grayson Rodriguez","LAA",7.696,7.9165,11.4446,3.81329,22.68,22.68,0,0,,128.892,540.879,117.412,59.0835,54.6112,16.6127,43.6284,0.3662,4.6413,135.534,9.46382,3.0464,3.10656,1.16,0.250581,0.080662,0.16991914808750153,0.238348,1.24943,0.296067,0.739984,0.425087,,3.83112,2.28664,2.19822,263.3599853515625,,,,,,,566.3,4.389922480620155,549,4.255813953488372,5.59,4.98,4.58,4.26,3.98,3.73,3.47,3.19,2.84,4.83,4.56,4.38,4.23,4.09,3.96,3.82,3.67,3.46,"Grayson Rodriguez","24492",680570
"Mitch Keller","PIT",9.9063,11.601,14.502,4.35242,30.78,30.78,0,0,,179.816,771.08,182.268,93.6181,86.9593,23.0364,54.9001,0.6331,10.0333,155.462,7.78106,2.74782,2.83173,1.153,0.201616,0.071199,0.13041694462299347,0.258117,1.31895,0.301777,0.700528,0.427282,,4.15479,2.2852,2.10489,601.0499877929688,,,,,,,690.8999999999999,3.8383333333333325,716,3.977777777777778,5.97,5.45,5.11,4.83,4.59,4.36,4.12,3.86,3.53,5.26,5.05,4.9,4.78,4.66,4.56,4.44,4.31,4.13,"Mitch Keller","17594",656605
"Brady Singer","CIN",9.9132,11.3421,13.7703,4.36597,30.78,30.78,0,0,,175.599,756.568,176.453,91.7585,85.1846,26.5545,55.9868,0.4396,9.7136,163.783,8.39439,2.86949,2.92539,1.361,0.216482,0.074001,0.14248090982437134,0.255408,1.3237,0.29948,0.72047,0.439209,,4.35805,2.2836,2.28702,359.32000732421875,,,,,,,642.7000000000002,3.6517045454545465,659,3.7443181818181817,6,5.48,5.13,4.85,4.6,4.37,4.13,3.86,3.53,5.29,5.07,4.92,4.79,4.68,4.57,4.45,4.32,4.14,"Brady Singer","25377",663903
"Carlos Rodón","NYY",10.0516,9.1776,14.1094,4.01895,27.54,27.54,0,0,,161.648,687.863,144.503,77.3798,72.1839,23.0977,58.63,0.421,7.2356,175.025,9.74482,3.26432,2.98526,1.286,0.254448,0.085235,0.169213205575943,0.232321,1.25664,0.286418,0.736276,0.363994,,4.04957,2.2472,2.07016,194.77000427246094,,,,,,,690.9000000000001,4.264814814814815,663,4.092592592592593,5.6,5.08,4.73,4.45,4.2,3.97,3.73,3.48,3.15,4.87,4.66,4.52,4.4,4.29,4.18,4.07,3.94,3.77,"Carlos Rodon","16137",607074
"Matthew Boyd","CHC",10.642,9.8732,15.6398,3.93196,29.16,29.16,0,0,,173.75,730.656,164.337,81.7467,75.9087,24.1513,52.2405,0.4968,7.3548,155.908,8.07582,2.70598,2.98443,1.251,0.213381,0.0714981,0.14188304543495178,0.244892,1.24649,0.285511,0.737725,0.377624,,4.17649,2.24413,2.63772,234,,,,,,,701.0000000000001,4.028735632183909,693,3.9827586206896552,5.52,4.99,4.65,4.37,4.13,3.9,3.66,3.41,3.09,4.86,4.63,4.46,4.33,4.21,4.09,3.96,3.83,3.64,"Matthew Boyd","15440",571510
"David Peterson","NYM",11.0633,9.1867,15.868,3.65363,29.16,29.16,0,0,,169.662,728.474,162.92,76.0404,68.8756,17.3055,65.3397,0.6585,7.5433,150.006,7.95733,3.46606,2.29579,0.918,0.205918,0.0896939,0.11622406542301178,0.248509,1.34538,0.29822,0.746056,0.515639,,3.98158,2.1906,2.80636,500.8599853515625,,,,,,,706.1000000000001,4.153529411764707,710,4.176470588235294,5.28,4.77,4.43,4.16,3.93,3.71,3.48,3.24,2.92,4.59,4.39,4.24,4.12,4.01,3.9,3.79,3.67,3.5,"David Peterson","20302",656849
"Zac Gallen","ARI",10.8038,10.901,15.5293,4.24412,30.78,30.78,0,0,,183.879,792.582,186.283,93.5717,86.7116,23.2913,59.2574,0.6404,6.4683,173.791,8.50624,2.90037,2.93281,1.14,0.219272,0.074765,0.1445068120956421,0.256287,1.33534,0.307664,0.713695,0.42959,,3.96385,2.17112,2.24157,221.0500030517578,,,,,,,748.1000000000003,4.065760869565219,774,4.206521739130435,5.78,5.29,4.96,4.69,4.46,4.23,4.01,3.75,3.43,5.12,4.91,4.76,4.64,4.53,4.42,4.31,4.18,4.01,"Zac Gallen","19291",668678
"Braxton Garrett","MIA",7.9668,8.3262,10.9746,3.8478,30.68,22.68,0,0.6382,,135.036,568.724,134.774,62.9263,57.7322,15.5891,33.8189,0.6817,7.402,118.057,7.86839,2.254,3.49086,1.039,0.207582,0.0594645,0.14811771363019943,0.255494,1.2485,0.302609,0.719955,0.473805,,3.80316,2.15645,2.1918,642,,,,,,,568.2,4.20888888888889,584,4.325925925925926,5.82723,5.09592,4.64734,4.29832,3.99876,3.71573,3.44625,3.15974,2.79796,4.90208,4.63327,4.44445,4.29505,4.15564,4.02623,3.88682,3.73682,3.5286,"Braxton Garrett","21844",666129
"Casey Mize","DET",9.0042,9.6177,12.1522,4.0715,27.54,27.54,0,0,,150.592,637.559,149.509,73.5553,68.1259,20.0789,41.7015,0.4998,4.8639,133.108,7.9551,2.49226,3.19192,1.2,0.208777,0.0654081,0.143369160592556,0.25298,1.26973,0.295634,0.721369,0.415917,,4.02832,2.15225,1.8475,280.6400146484375,,,,,,,606.4000000000001,4.0158940397351,620,4.105960264900662,5.78,5.21,4.84,4.54,4.28,4.03,3.78,3.51,3.16,5.05,4.81,4.64,4.5,4.37,4.24,4.11,3.97,3.78,"Casey Mize","20492",663554
"Cade Cavalli","WSN",8.5254,9.5945,13.3082,3.98486,25.92,25.92,0,0,,151.72,648.1,149.972,73.3916,67.1759,16.8915,51.7495,0.5476,8.2931,127.239,7.54778,3.06977,2.45874,1.002,0.196326,0.079848,0.11647786200046541,0.25503,1.32956,0.299781,0.720658,0.499549,,4.09242,2.13655,2.33221,404.32000732421875,,,,,,,599.6999999999999,3.945394736842105,613,4.032894736842105,5.78,5.19,4.8,4.5,4.22,3.97,3.72,3.44,3.09,5.12,4.83,4.63,4.46,4.32,4.17,4.03,3.86,3.64,"Cade Cavalli","27473",676917
"Michael Wacha","KCR",9.6086,10.7374,13.3951,4.44414,29.16,29.16,0,0,,170.047,727.008,175.662,89.897,83.9682,24.2412,50.0465,0.4464,5.6074,135.003,7.1452,2.64878,2.69754,1.283,0.185696,0.068839,0.11685703694820404,0.261653,1.32733,0.295679,0.708196,0.377434,,4.38239,2.12357,1.78463,697,,,,,,,607.1999999999999,3.5717647058823525,640,3.764705882352941,6.09,5.55,5.19,4.91,4.65,4.41,4.17,3.9,3.56,5.36,5.14,4.98,4.85,4.74,4.62,4.5,4.36,4.18,"Michael Wacha","14078",608379
"Ryan Pepiot","TBR",10.0569,11.1409,13.9511,4.27208,30.78,30.78,0,0,,174.756,745.864,164.039,88.7061,82.9524,27.4755,62.7264,0.446,7.5459,179.131,9.22533,3.23043,2.85575,1.415,0.240166,0.084099,0.15606705099344254,0.242808,1.29761,0.29119,0.733189,0.372266,,4.3353,2.07456,1.90807,133.77000427246094,,,,,,,681.5000000000001,3.894285714285715,669,3.822857142857143,5.88,5.35,5,4.71,4.46,4.23,3.99,3.72,3.39,5.21,4.97,4.8,4.67,4.54,4.42,4.3,4.15,3.96,"Ryan Pepiot","26221",686752
"Nolan McLean","NYM",9.6977,8.2035,13.6511,3.71184,25.92,25.92,0,0,,149.04,637.468,137.558,67.5325,61.4681,15.5498,57.7399,0.5482,8.18,141.251,8.52964,3.48671,2.44633,0.939,0.221581,0.0905769,0.13100405037403107,0.240675,1.31037,0.294174,0.73628,0.499151,,3.92288,2.01777,2.30583,96.13999938964844,,,,,,,631.0000000000002,4.234899328859062,621,4.167785234899329,5.44,4.88,4.51,4.21,3.95,3.71,3.47,3.2,2.87,4.75,4.49,4.32,4.18,4.05,3.92,3.79,3.64,3.45,"Nolan McLean","33703",690997
"Andrew Abbott","CIN",9.2233,10.9976,12.7153,4.53336,29.16,29.16,0,0,,167.628,718.202,165.62,89.7448,84.4355,29.6143,54.0023,0.5983,4.7516,154.674,8.30449,2.8994,2.86421,1.59,0.215363,0.075191,0.1401718407869339,0.251149,1.31017,0.286231,0.728984,0.329747,,4.63787,2.01254,1.972,214.4499969482422,,,,,,,575.6,3.4261904761904765,583,3.4702380952380953,6.17,5.62,5.26,4.97,4.71,4.47,4.22,3.95,3.6,5.45,5.21,5.05,4.92,4.79,4.67,4.55,4.41,4.22,"Andrew Abbott","29911",671096
"Shane Bieber","TOR",7.7655,6.7883,10.813,3.83609,21.06,21.06,0,0,,121.153,508.619,120.474,56.1971,51.6393,15.2383,28.6993,0.2721,3.8238,110.999,8.24573,2.13196,3.86767,1.132,0.218237,0.0564259,0.16181090101599693,0.253046,1.23128,0.300796,0.727288,0.458183,,3.7432,1.99302,1.74355,201.82000732421875,,,,,,,521.9000000000001,4.313223140495868,533,4.404958677685951,5.66,5.04,4.63,4.31,4.03,3.77,3.51,3.22,2.87,4.84,4.59,4.41,4.27,4.14,4.02,3.89,3.74,3.55,"Shane Bieber","19427",669456
"Gavin Williams","CLE",10.175,11.1705,15.037,4.07499,30.78,30.78,0,0,,177.33,760.42,162.745,86.7149,80.2908,22.7967,76.3994,0.6441,6.2628,180.841,9.17818,3.87749,2.36704,1.157,0.237817,0.10047,0.13734686374664307,0.240122,1.34858,0.295174,0.73556,0.42136,,4.16521,1.9815,2.03523,146.41000366210938,,,,,,,719.1000000000001,4.06271186440678,702,3.9661016949152543,5.69,5.17,4.82,4.54,4.3,4.07,3.83,3.57,3.25,5.02,4.79,4.63,4.5,4.38,4.26,4.14,4,3.81,"Gavin Williams","30122",668909
"Gerrit Cole","NYY",8.3492,7.5462,11.8662,3.98904,22.68,22.68,0,0,,134.18,564.969,124.203,63.8601,59.4722,20.0376,39.2919,0.3537,4.9435,136.987,9.18826,2.63546,3.48639,1.344,0.242468,0.069547,0.17292097955942154,0.238516,1.21847,0.286398,0.735626,0.379734,,4.02365,1.95312,1.68088,277.3599853515625,,,,,,,565.1999999999999,4.217910447761193,552,4.119402985074627,5.72,5.12,4.73,4.42,4.15,3.9,3.64,3.36,3.01,4.93,4.69,4.52,4.38,4.25,4.13,4.01,3.86,3.67,"Gerrit Cole","13125",543037
"Reid Detmers","LAA",8.3937,9.3699,11.609,4.0421,34.3,24.3,0,0.6278,,148.721,630.869,135.1,71.8022,66.7941,20.2096,56.9753,1.2928,6.6657,156.752,9.48598,3.44791,2.75123,1.223,0.24847,0.0903124,0.1581575572490692,0.238176,1.29151,0.294389,0.734349,0.397213,,4.07746,1.93792,2.02154,360.5899963378906,,,,,,,631.6000000000001,4.238926174496645,611,4.100671140939597,5.91077,5.22924,4.79016,4.4499,4.15905,3.89426,3.6335,3.34611,2.99342,4.98016,4.7415,4.58217,4.44352,4.31419,4.19486,4.07554,3.92755,3.74823,"Reid Detmers","27468",672282
"Reynaldo López","ATL",9.6425,8.7431,11.7871,4.03897,40.3,24.3,0,0.6465,,156.047,660.991,146.517,75.3503,70.0298,19.9219,53.9538,0.7652,5.0996,159.189,9.18121,3.11179,2.95046,1.149,0.240833,0.0816256,0.15920747071504593,0.24341,1.28469,0.299402,0.725,0.400997,,3.88984,1.92945,2.17168,342.9100036621094,,,,,,,671.2,4.302564102564103,665,4.262820512820513,5.98253,5.26975,4.8113,4.45439,4.15773,3.87723,3.60185,3.30159,2.93441,5.07002,4.80207,4.60413,4.45515,4.3072,4.1772,4.02925,3.87028,3.66233,"Reynaldo Lopez","16400",625643
"Shota Imanaga","CHC",9.1448,8.9831,13.0493,4.11299,25.92,25.92,0,0,,152.374,635.422,149.516,74.3019,69.6348,26.1576,33.2103,0.4029,4.2033,138.096,8.15664,1.96157,4.15822,1.545,0.217329,0.052265,0.16506416350603104,0.250022,1.19919,0.284395,0.742095,0.335111,,4.29083,1.9291,2.05045,173.77000427246094,,,,,,,580,3.8157894736842106,587,3.861842105263158,5.74,5.19,4.82,4.53,4.27,4.03,3.79,3.52,3.18,4.99,4.76,4.61,4.48,4.36,4.25,4.13,4,3.82,"Shota Imanaga","33829",684007
"Chris Bassitt","BAL",10.5435,10.6402,13.9636,4.2987,37.16,29.16,0,0.6611,,179.374,771.641,178.822,92.4085,85.675,24.3351,60.5637,1.1038,10.793,161.799,8.1182,3.03875,2.67156,1.221,0.209682,0.0784869,0.1311953216791153,0.255356,1.33456,0.30047,0.715856,0.438922,,4.28819,1.92783,1.5725,657,,,,,,,676.0000000000001,3.7765363128491627,695,3.88268156424581,6.06474,5.45134,5.06075,4.75533,4.48794,4.24545,3.99608,3.71984,3.38627,5.21075,4.99164,4.85209,4.72298,4.61298,4.50387,4.39387,4.26477,4.08566,"Chris Bassitt","12304",605135
"Quinn Priester","MIL",9.7193,10.7642,14.7411,4.146,29.16,29.16,0,0,,172.445,740.742,175.958,86.7044,79.4395,20.3868,59.3675,0.5,7.0719,140.1,7.31192,3.09843,2.35988,1.064,0.189135,0.080146,0.10898896306753159,0.260948,1.36464,0.302776,0.718726,0.510204,,4.20299,1.90638,2.04613,273,,,,,,,651.1999999999999,3.7860465116279065,682,3.9651162790697674,5.83,5.3,4.94,4.66,4.41,4.18,3.94,3.68,3.34,5.14,4.91,4.75,4.61,4.49,4.37,4.25,4.11,3.92,"Quinn Priester","25977",682990
"Edward Cabrera","CHC",8.8743,8.5108,11.4013,3.96829,25.92,25.92,0,0,,139.701,592.206,124.675,66.7301,61.5973,16.5313,56.5539,0.3316,7.0905,148.354,9.5574,3.64338,2.62322,1.065,0.25051,0.095497,0.15501314401626587,0.235877,1.29726,0.297363,0.724287,0.455592,,3.91633,1.90457,2.01687,186.77000427246094,,,,,,,605.9,4.327857142857143,583,4.164285714285715,5.7,5.12,4.74,4.44,4.17,3.93,3.68,3.4,3.06,4.91,4.68,4.52,4.39,4.27,4.16,4.04,3.9,3.72,"Edward Cabrera","21690",665795
"Seth Lugo","KCR",9.0706,10.1863,12.7834,4.4373,27.54,27.54,0,0,,161.288,698.52,167.044,85.5003,79.5204,22.1502,52.7012,0.6524,6.601,138.147,7.7087,2.94077,2.62132,1.236,0.197771,0.0754469,0.1223239079117775,0.261325,1.36244,0.302542,0.711288,0.412968,,4.31046,1.89891,1.62143,441.5899963378906,,,,,,,582.6000000000001,3.6186335403726715,615,3.8198757763975157,6.13,5.58,5.22,4.92,4.66,4.42,4.17,3.9,3.55,5.38,5.16,5,4.87,4.75,4.63,4.51,4.37,4.19,"Seth Lugo","12447",607625
"Luis Severino","ATH",10.2708,11.374,14.4047,4.50642,30.78,30.78,0,0,,182.424,786.312,187.602,98.1792,91.3423,26.715,58.7068,0.6833,10.4469,149.066,7.35424,2.89633,2.53916,1.318,0.189576,0.0746609,0.11491506546735764,0.261591,1.3502,0.297182,0.709068,0.423695,,4.54188,1.89842,1.7461,695.4099731445312,,,,,,,616.8999999999999,3.3895604395604386,650,3.5714285714285716,6.15,5.62,5.28,4.99,4.75,4.51,4.27,4.01,3.67,5.45,5.23,5.07,4.94,4.82,4.71,4.58,4.45,4.26,"Luis Severino","15890",622663
"Trevor Rogers","BAL",9.1174,8.8392,12.3445,4.19512,25.92,25.92,0,0,,149.479,640.443,150.72,75.3481,69.676,19.2662,50.5482,1.0189,5.2817,126.79,7.63392,3.04345,2.50831,1.16,0.197973,0.0789269,0.11904603987932205,0.257812,1.34646,0.299743,0.722452,0.434913,,4.23475,1.89073,1.55035,165.72999572753906,,,,,,,562.3000000000001,3.773825503355705,584,3.9194630872483223,5.93,5.36,4.98,4.68,4.42,4.17,3.92,3.64,3.29,5.18,4.94,4.77,4.63,4.51,4.39,4.26,4.12,3.93,"Trevor Rogers","22286",669432
"Clay Holmes","NYM",9.8271,8.9568,13.2836,3.88079,27.54,27.54,0,0,,153.997,666.076,151.232,73.1919,66.4032,14.4072,61.8132,0.4762,8.7549,128.463,7.50776,3.61254,2.07825,0.842,0.192866,0.092802,0.10006394237279892,0.253954,1.38344,0.302283,0.725098,0.543163,,4.0577,1.88442,2.09108,426.45001220703125,,,,,,,617.8000000000001,4.011688311688312,631,4.097402597402597,5.63,5.07,4.71,4.42,4.16,3.92,3.68,3.41,3.08,4.91,4.67,4.51,4.37,4.25,4.13,4.01,3.87,3.68,"Clay Holmes","13649",605280
"Max Meyer","MIA",8.3754,9.4117,11.6568,4.05886,34.3,24.3,0,0.6382,,149.11,632.343,145.868,72.9164,67.2463,18.6388,48.3834,0.6645,5.5981,137.218,8.28222,2.92033,2.83606,1.125,0.216999,0.0765145,0.1404849737882614,0.25221,1.30274,0.301132,0.721558,0.461785,,4.00572,1.88437,2.04555,697.27001953125,,,,,,,605.3000000000001,4.062416107382551,614,4.120805369127517,6.02864,5.31402,4.86305,4.51153,4.2094,3.93398,3.66191,3.36386,2.99984,5.14171,4.86305,4.6644,4.50507,4.36574,4.22641,4.08708,3.91842,3.70909,"Max Meyer","27474",676974
"Jeffrey Springs","ATH",9.9384,11.2965,12.8618,4.61895,30.78,30.78,0,0,,175.278,756.16,179.379,95.9085,89.9555,29.3103,55.9997,0.4673,5.3967,150.24,7.71437,2.87542,2.68287,1.505,0.198688,0.074058,0.12462986260652542,0.258187,1.34289,0.291274,0.717645,0.35743,,4.64556,1.87397,1.50837,694.0499877929688,,,,,,,589.9,3.3708571428571426,615,3.5142857142857142,6.29,5.74,5.37,5.08,4.82,4.57,4.32,4.05,3.69,5.61,5.35,5.18,5.03,4.9,4.77,4.63,4.48,4.28,"Jeffrey Springs","17677",605488
"Bubba Chandler","PIT",8.8181,10.2147,12.0309,4.31147,35.92,25.92,0,0.6612,,160.414,695.191,155.941,82.7753,76.8466,20.6221,62.859,0.8182,7.9808,146.247,8.20517,3.5267,2.32659,1.157,0.210369,0.0904198,0.11994963139295578,0.249764,1.36397,0.29579,0.716186,0.414659,,4.30781,1.83059,1.81182,152.91000366210938,,,,,,,603.1,3.769375,610,3.8125,6.23037,5.54062,5.10075,4.75958,4.46776,4.20156,3.92971,3.63161,3.26662,5.33764,5.07826,4.89951,4.75013,4.61138,4.482,4.34262,4.19325,3.98512,"Bubba Chandler","29868",696149
"Shane Baz","BAL",9.5547,9.5345,12.8253,4.29438,27.54,27.54,0,0,,158.884,680.445,152.862,81.5362,75.812,22.6674,57.98,0.4396,7.3502,155.536,8.81036,3.28429,2.68258,1.284,0.22858,0.0852089,0.14337102323770523,0.248509,1.32702,0.297988,0.721945,0.421886,,4.26549,1.82557,1.45319,200.77000427246094,,,,,,,612.9000000000001,3.854716981132076,613,3.8553459119496853,6,5.44,5.06,4.77,4.5,4.26,4.01,3.73,3.38,5.28,5.03,4.86,4.72,4.59,4.47,4.34,4.19,3.99,"Shane Baz","22264",669358
"Foster Griffin","WSN",7.2691,7.909,9.5089,3.89733,37.44,19.44,0,0.656,,128.808,544.826,128.132,60.6943,55.7785,15.3282,36.9873,0.8733,5.6852,111.436,7.78621,2.58436,3.01283,1.071,0.204536,0.0678883,0.1366473063826561,0.255165,1.2819,0.300498,0.72689,0.462972,,3.94573,1.8152,1.87209,732.77001953125,,,,,,,534.3,4.141860465116279,547,4.24031007751938,6.02158,5.22882,4.73035,4.34703,4.01628,3.71253,3.42436,3.11039,2.7234,4.93777,4.67917,4.49196,4.34336,4.20476,4.07615,3.93755,3.78895,3.58174,"Foster Griffin","16432",656492
"Brayan Bello","BOS",8.8668,10.0901,11.9822,4.42281,27.54,27.54,0,0,,156.091,678.95,164.15,83.1949,76.7066,18.3667,54.9366,0.463,8.3097,129.59,7.47203,3.16758,2.35891,1.059,0.190869,0.0809141,0.10995493084192276,0.266606,1.40359,0.311672,0.702743,0.497332,,4.21992,1.8136,1.65721,440.2699890136719,,,,,,,577.6000000000001,3.7025641025641036,617,3.9551282051282053,6.17,5.62,5.25,4.95,4.69,4.44,4.19,3.91,3.56,5.4,5.18,5.02,4.89,4.77,4.66,4.54,4.4,4.22,"Brayan Bello","23920",678394
"Shane Smith","CHW",9.0077,11.2665,13.3422,4.37399,29.16,29.16,0,0,,168.339,724.04,162.527,87.887,81.8128,23.5675,64.827,0.753,9.5848,153.772,8.22116,3.46587,2.37203,1.26,0.21238,0.0895351,0.12284500896930695,0.250184,1.35057,0.294225,0.717572,0.416749,,4.45431,1.80979,1.62709,258.54998779296875,,,,,,,607.2,3.6142857142857148,611,3.636904761904762,6.08,5.52,5.15,4.85,4.59,4.34,4.09,3.81,3.46,5.4,5.14,4.96,4.8,4.67,4.54,4.4,4.24,4.03,"Shane Smith","31687",681343
"Brandon Pfaadt","ARI",9.8461,10.1302,12.8497,4.31019,29.16,29.16,0,0,,164.052,695.43,170.549,84.3934,78.5661,23.1131,39.0713,0.8818,6.7846,142.291,7.80619,2.14348,3.64183,1.268,0.204609,0.0561829,0.1484258733689785,0.262555,1.27777,0.304513,0.706451,0.411936,,4.07054,1.80168,1.97718,676.27001953125,,,,,,,632.1000000000003,3.8542682926829284,667,4.067073170731708,5.93,5.4,5.06,4.78,4.53,4.29,4.06,3.8,3.46,5.22,5,4.85,4.72,4.61,4.49,4.38,4.24,4.06,"Brandon Pfaadt","27782",694297
"Zack Littell",,9.8834,11.8062,14.3399,4.54597,30.78,30.78,0,0,,182.85,776.764,195.798,98.7615,92.3591,30.2922,38.7978,0.5973,7.2892,138.773,6.83048,1.90965,3.57682,1.491,0.178655,0.049948,0.12870705500245094,0.267969,1.283,0.294699,0.706784,0.387,,4.52706,1.79813,1.49026,711.77001953125,,,,,,,615.6,3.363934426229508,665,3.633879781420765,6.18,5.65,5.3,5.01,4.76,4.52,4.28,4.01,3.67,5.48,5.25,5.09,4.96,4.84,4.72,4.6,4.46,4.27,"Zack Littell","15823",641793
"Tatsuya Imai","HOU",8.7387,9.4426,12.4134,4.3676,25.92,25.92,0,0,,152.928,662.6,150.171,80.1297,74.2143,19.7277,62.2068,0.6069,7.2787,144.956,8.53082,3.66095,2.33022,1.161,0.218768,0.0938829,0.12488499283790588,0.25319,1.38874,0.304467,0.715787,0.456323,,4.2795,1.76138,1.40322,999,,,,,,,579.2,3.78562091503268,588,3.843137254901961,6.12,5.55,5.17,4.87,4.6,4.35,4.09,3.81,3.46,5.37,5.12,4.96,4.82,4.69,4.57,4.44,4.29,4.1,"Tatsuya Imai","sa3062955",837227
"Steven Matz","TBR",7.8835,8.928,9.5799,4.28043,36.68,22.68,0,0.6612,,139.556,593.077,143.6,71.6622,66.3731,20.034,39.5445,0.6975,5.1947,115.011,7.41708,2.55024,2.90839,1.292,0.193922,0.0666768,0.12724519520998,0.261883,1.31234,0.29898,0.718792,0.445624,,4.31487,1.71505,1.29121,712.5,,,,,,,514.6,3.6757142857142857,539,3.85,6.37041,5.60502,5.11182,4.73968,4.41959,4.11752,3.82946,3.51642,3.12739,5.33877,5.07078,4.88178,4.73279,4.59379,4.45479,4.3158,4.1578,3.93981,"Steven Matz","13361",571927
